Artist,Track,Energy,Valence,Url_youtube
TobyMac,Me Without You,0.785,0.963,https://www.youtube.com/watch?v=Qf-aUylWtI8
Zeca Pagodinho,Camarão Que Dorme a Onda Leva,0.694,0.739,https://www.youtube.com/watch?v=AtWkeKCf9Ck
Zeca Pagodinho,Sonho Meu,0.451,0.486,https://www.youtube.com/watch?v=0f9PBsnFmmc
Zeca Pagodinho,Deixa A Vida Me Levar,0.848,0.778,https://www.youtube.com/watch?v=oTREAvZbmME
Zeca Pagodinho,Vou Festejar,0.615,0.823,https://www.youtube.com/watch?v=N5cUaW3VffY
Zeca Pagodinho,Verdade,0.72,0.648,https://www.youtube.com/watch?v=KnwSM3gE5x0
Zeca Pagodinho,Água Da Minha Sede,0.697,0.521,https://www.youtube.com/watch?v=oQrIqm4p02Q
Zeca Pagodinho,Quando A Gira Girou - Ao Vivo,0.757,0.581,https://www.youtube.com/watch?v=Nm5N4iFLU0g
Zeca Pagodinho,Ogum - Ao Vivo,0.822,0.593,https://www.youtube.com/watch?v=F21td0MgXvA
Zeca Pagodinho,Seu Balancê,0.729,0.866,https://www.youtube.com/watch?v=IErKDRQxwV8
Zeca Pagodinho,Mais Feliz,0.553,0.66,https://www.youtube.com/watch?v=EVe9yoR6Mw4
Jadakiss,Don't Like.1,0.611,0.616,https://www.youtube.com/watch?v=fSJoDuU328k
Jadakiss,Traffic Jam,0.894,0.709,https://www.youtube.com/watch?v=fQDObz84GDE
Jadakiss,We Gonna Make It,0.961,0.686,https://www.youtube.com/watch?v=p6TrQzNTrRA
Jadakiss,U Make Me Wanna,0.818,0.633,https://www.youtube.com/watch?v=FEN0KRUYmGs
Jadakiss,New York (feat. A Boogie Wit Da Hoodie & Jadakiss),0.546,0.186,https://www.youtube.com/watch?v=oa96OPhV59s
Jadakiss,Why,0.938,0.562,https://www.youtube.com/watch?v=0-cpL--0AQA
Jadakiss,Pa Que Sude (Gonna Make You Sweat/Chosen Few Mix) Feat Shooter Ledo,0.798,0.661,https://www.youtube.com/watch?v=A4jB-SJEj74
Jadakiss,JADAKISS INTERLUDE (feat. Jadakiss),0.845,0.414,https://www.youtube.com/watch?v=7qQI1udcbFU
Jadakiss,Comfortable,0.607,0.576,https://www.youtube.com/watch?v=JQC6xJivQDU
Jadakiss,Damn Shame,0.603,0.471,https://www.youtube.com/watch?v=bEUhzpoZFfQ
London Philharmonic Orchestra,"Turandot, SC 91 / Act III: ""Nessun dorma!""",0.301,0.0798,https://www.youtube.com/watch?v=1so8si-8oxw
London Philharmonic Orchestra,Adiemus,0.408,0.164,https://www.youtube.com/watch?v=nQ6ppi6yBkc
London Philharmonic Orchestra,DANCE: I. when you're broken open,0.0994,0.0359,https://www.youtube.com/watch?v=La22CjPFbIY
London Philharmonic Orchestra,"Gianni Schicchi: ""O mio babbino caro""",0.252,0.0887,https://www.youtube.com/watch?v=DLi25fgVuRs
London Philharmonic Orchestra,"Strauss, R: Also sprach Zarathustra, Op. 30: I. Introduction",0.175,0.0348,https://www.youtube.com/watch?v=IFPwm0e_K98
London Philharmonic Orchestra,Dawn Dancing,0.118,0.152,https://www.youtube.com/watch?v=UDqYXHzLEpk
London Philharmonic Orchestra,"Piano Concerto in C-Sharp Minor, FP 146: I. Allegretto commodo - Live",0.0859,0.0551,https://www.youtube.com/watch?v=bW0_7aBNxzE
London Philharmonic Orchestra,Turandot / Act 3: Nessun dorma!,0.356,0.152,https://www.youtube.com/watch?v=2VoGVImqVsc
London Philharmonic Orchestra,Elder Scrolls – Skyrim: Far Horizons,0.114,0.0363,https://www.youtube.com/watch?v=63QCSDXSFfw
London Philharmonic Orchestra,The Armed Man - A Mass For Peace: XII. Benedictus,0.046,0.0386,https://www.youtube.com/watch?v=_kTffgdNhNw
RZA,Grits,0.532,0.571,https://www.youtube.com/watch?v=snX7sYS7HAQ
RZA,Breathe (feat. RZA) [Liam H and Rene LaVice Re-Amp],0.954,0.332,https://www.youtube.com/watch?v=PwSd1_K8bjQ
RZA,Biochemical Equation,0.872,0.736,https://www.youtube.com/watch?v=acdtvO-yHqQ
RZA,Quentin Tarantino,0.801,0.766,https://www.youtube.com/watch?v=Q5kFQI39c5k
RZA,Breathe (feat. RZA) - René LaVice Dark D&B Remix,0.993,0.226,https://www.youtube.com/watch?v=AwCVLAV5Dz4
RZA,Fatal,0.844,0.49,https://www.youtube.com/watch?v=aUUttw8XJ5g
RZA,Old Man,0.826,0.504,https://www.youtube.com/watch?v=vouArzKGeNc
RZA,Plug Addicts,0.904,0.257,https://www.youtube.com/watch?v=k5qeecups-g
RZA,Packets in den Boots,0.641,0.354,https://www.youtube.com/watch?v=zi1x-vDuKjA
RZA,You Can't Stop Me Now,0.653,0.512,https://www.youtube.com/watch?v=jTz4l72mSTk
Brad Paisley,Freedom Was A Highway,0.847,0.666,https://www.youtube.com/watch?v=pgvNtz_XXE4
Brad Paisley,She's Everything,0.478,0.271,https://www.youtube.com/watch?v=JCjXaEbrLdw
Brad Paisley,Whiskey Lullaby (feat. Alison Krauss),0.333,0.198,https://www.youtube.com/watch?v=IZbN_nmxAGk
Brad Paisley,I'm Gonna Miss Her,0.464,0.351,https://www.youtube.com/watch?v=WwRrKaq0IyY
Brad Paisley,Then,0.643,0.3,https://www.youtube.com/watch?v=4hLpF-gYeTU
Brad Paisley,Mud on the Tires,0.744,0.48,https://www.youtube.com/watch?v=X6nxHNrIwJA
Brad Paisley,Remind Me (with Carrie Underwood),0.726,0.288,https://www.youtube.com/watch?v=7qzhngp7jh8
Brad Paisley,When I Get Where I'm Going (feat. Dolly Parton),0.379,0.208,https://www.youtube.com/watch?v=yYHT-TF4KO4
Brad Paisley,We Danced,0.39,0.143,https://www.youtube.com/watch?v=nF66dn7woNM
Brad Paisley,Waitin' On a Woman,0.617,0.339,https://www.youtube.com/watch?v=M-C-IbkuNWs
"Hank Williams, Jr.",Family Tradition,0.523,0.794,https://www.youtube.com/watch?v=8ji_byLzeBk
"Hank Williams, Jr.",A Country Boy Can Survive,0.459,0.493,https://www.youtube.com/watch?v=3cQNkIrg-Tk
"Hank Williams, Jr.",Dinosaur,0.381,0.504,https://www.youtube.com/watch?v=imNRmIujsPk
"Hank Williams, Jr.",Whiskey Bent And Hell Bound,0.711,0.708,https://www.youtube.com/watch?v=u2V4UUjYBsA
"Hank Williams, Jr.",If Heaven Ain't A Lot Like Dixie,0.553,0.935,https://www.youtube.com/watch?v=GAwlj9wqFnI
"Hank Williams, Jr.",Weatherman,0.386,0.363,https://www.youtube.com/watch?v=q1As_EA4u2o
"Hank Williams, Jr.",Outlaw Women,0.148,0.204,https://www.youtube.com/watch?v=kcK_Blja5tw
"Hank Williams, Jr.",Okie From Muskogee - Live,0.928,0.513,https://www.youtube.com/watch?v=5feWCmPYFeM
"Hank Williams, Jr.",The American Way,0.578,0.733,https://www.youtube.com/watch?v=DTtnxj5_65g
"Hank Williams, Jr.",O.D.'d In Denver,0.43,0.644,https://www.youtube.com/watch?v=huKwlgKmj5A
Jóhann Jóhannsson,Chalkboard,0.109,0.0797,https://www.youtube.com/watch?v=u86HCS4uncQ
Jóhann Jóhannsson,The Theory of Everything,0.118,0.175,https://www.youtube.com/watch?v=umj8yGz7qz0
Jóhann Jóhannsson,A Model of the Universe,0.044,0.0666,https://www.youtube.com/watch?v=fhQC7JBr7nU
Jóhann Jóhannsson,A Game of Croquet,0.043,0.11,https://www.youtube.com/watch?v=H6f6tC83XVg
Jóhann Jóhannsson,Camping,0.107,0.146,https://www.youtube.com/watch?v=KmZzMOj1CPc
Jóhann Jóhannsson,Epilogue,0.0875,0.126,https://www.youtube.com/watch?v=prucgWmK6Dc
Jóhann Jóhannsson,Domestic Pressures,0.133,0.0775,https://www.youtube.com/watch?v=HFskQSdoT5k
Jóhann Jóhannsson,Forces of Attraction,0.126,0.403,https://www.youtube.com/watch?v=l2NQSgZcEdY
Jóhann Jóhannsson,The Dreams that Stuff is Made Of,0.0854,0.0773,https://www.youtube.com/watch?v=UWArxz5tQMg
Jóhann Jóhannsson,A Sparrow Alighted upon our Shoulder,0.109,0.0501,https://www.youtube.com/watch?v=TYjME2xuMck
112,Peaches & Cream,0.52,0.768,https://www.youtube.com/watch?v=wl2NCXzg1FQ
112,Dance With Me,0.511,0.611,https://www.youtube.com/watch?v=_L47fnApJdk
112,Cupid,0.38,0.87,https://www.youtube.com/watch?v=8dtzMPApA4M
112,Only You (feat. The Notorious B.I.G. & Mase) - Bad Boy Remix,0.525,0.787,https://www.youtube.com/watch?v=D30u9m-nEoo
112,U Already Know,0.511,0.931,https://www.youtube.com/watch?v=ynMnPGmhsG0
112,It's Over Now,0.71,0.233,https://www.youtube.com/watch?v=IihCzGUEPbs
112,Only You (feat. The Notorious B.I.G.) - Radio Mix,0.644,0.846,https://www.youtube.com/watch?v=GVOqbskGeBs
112,Anywhere,0.499,0.863,https://www.youtube.com/watch?v=fLghl1M-a1I
112,Peaches & Cream (feat. P. Diddy),0.537,0.775,https://www.youtube.com/watch?v=wl2NCXzg1FQ
112,Dance With Me (feat. Beanie Sigel) - Remix,0.68,0.591,https://www.youtube.com/watch?v=pTBtJNuXUWU
Nusrat Fateh Ali Khan,Lut Gaye,0.785,0.515,https://www.youtube.com/watch?v=w_5vIxqGo7g
Nusrat Fateh Ali Khan,Mere Rashke Qamar,0.83,0.771,https://www.youtube.com/watch?v=gY01irEl8Eo
Nusrat Fateh Ali Khan,Mere Baad Kisko Sataoge (Lo-Fi),0.495,0.33,https://www.youtube.com/watch?v=rtkDW-Kb2po
Nusrat Fateh Ali Khan,Sochta Houn,0.634,0.46,https://www.youtube.com/watch?v=rtDw-_1Gh0Q
Nusrat Fateh Ali Khan,Dil Pe Zakham Khate Hain,0.55,0.497,https://www.youtube.com/watch?v=BTGTtRtN8Ho
Nusrat Fateh Ali Khan,Dillagi,0.759,0.512,https://www.youtube.com/watch?v=DPQL2i9v5Zo
Nusrat Fateh Ali Khan,Kali Kali Zulfon Ke Phande Na Dalo,0.694,0.727,https://www.youtube.com/watch?v=lsqsggtTZfs
Nusrat Fateh Ali Khan,Hai Kahan Ka Irada,0.748,0.457,https://www.youtube.com/watch?v=PEP_d2aZOng
Nusrat Fateh Ali Khan,Yeh Jo Halka Saroor Hae,0.808,0.491,https://www.youtube.com/watch?v=UIPXHsUXVH0
Nusrat Fateh Ali Khan,Tumhe Dil Lagi Bhool Jani Padegi,0.642,0.81,https://www.youtube.com/watch?v=DPQL2i9v5Zo
Brandy,The Boy Is Mine,0.707,0.761,https://www.youtube.com/watch?v=qSIOp_K5GMw
Brandy,I Wanna Be Down,0.469,0.661,https://www.youtube.com/watch?v=PzpLkcfBe-A
Brandy,LOVE AGAIN,0.441,0.525,https://www.youtube.com/watch?v=ykVwC3xqqjs
Brandy,Have You Ever,0.533,0.275,https://www.youtube.com/watch?v=Xkj1An6Wnec
Brandy,Best Friend,0.49,0.557,https://www.youtube.com/watch?v=gFMdIj2UPRk
Brandy,Starting Now,0.851,0.314,https://www.youtube.com/watch?v=7Ms-Y99bAi0
Brandy,Somebody’s Son (Ft Brandy),0.809,0.508,https://www.youtube.com/watch?v=NXSmawBg_6Q
Brandy,Almost Doesn't Count,0.543,0.478,https://www.youtube.com/watch?v=is9b77WXqmY
Brandy,Afrodisiac,0.605,0.719,https://www.youtube.com/watch?v=vYH6Sw3A-BA
Brandy,Put It Down (feat. Chris Brown),0.413,0.595,https://www.youtube.com/watch?v=E5svXAZ9-Qk
Leo Mattioli,Conmigo Te Gustó,0.904,0.648,https://www.youtube.com/watch?v=cnqA0oU-6nY
Leo Mattioli,Hitazos: Amores Como el Nuestro / Que Fue / Algún día / Tu Amor Me Quema / Arrepiéntete / Tarjetita de Invitación / Empujaito / Si Tu Te Vas / El Aguacero / Tu Juguete / Mujer Que Mal Me Pagas...,0.79,0.868,https://www.youtube.com/watch?v=Hb6oSLn5wTw
Leo Mattioli,Tramposa y Mentirosa,0.75,0.849,https://www.youtube.com/watch?v=-i8BTSDSRuU
Leo Mattioli,Llorarás Más de Diez Veces,0.692,0.645,https://www.youtube.com/watch?v=YNHIthCEBCk
Leo Mattioli,Quédate Tranquila,0.809,0.966,https://www.youtube.com/watch?v=hxxasNq2ZQI
Leo Mattioli,Carta Al Corazón,0.76,0.962,https://www.youtube.com/watch?v=qjppdZbjLBo
Leo Mattioli,Después de Ti,0.855,0.854,https://www.youtube.com/watch?v=_a9Q8Ei99Ws
Leo Mattioli,Yo Que Te Amé,0.789,0.659,https://www.youtube.com/watch?v=c5Dv5yV_YqM
Leo Mattioli,Si Te Agarran Las Ganas,0.632,0.823,https://www.youtube.com/watch?v=EZ5H1cB8diU
Leo Mattioli,Los Secretos De Mi Almohada,0.929,0.393,https://www.youtube.com/watch?v=XqJmTd3osdE
Marisa Monte,Ainda Bem,0.553,0.503,https://www.youtube.com/watch?v=Pmt01TGsGGA
Marisa Monte,Vilarejo,0.499,0.731,https://www.youtube.com/watch?v=WibtVWwW-EA
Marisa Monte,Depois,0.547,0.454,https://www.youtube.com/watch?v=BM-mnklMWCQ
Marisa Monte,Beija Eu,0.53,0.66,https://www.youtube.com/watch?v=rJEzHWNKJoA
Marisa Monte,"Amor I Love You / Citação: Trecho da Obra Intitulada ""Primo Basilio"" De Eça de Queiroz Declamado por Arnaldo Antunes",0.296,0.367,https://www.youtube.com/watch?v=vWdZNpgrExw
Marisa Monte,Ainda Lembro,0.405,0.6,https://www.youtube.com/watch?v=HP6zStiYMRE
Marisa Monte,Bem Que Se Quis - Ao Vivo,0.39,0.498,https://www.youtube.com/watch?v=ge3IhQKLU2Y
Marisa Monte,Totalmente Seu,0.306,0.113,https://www.youtube.com/watch?v=UlmAYpPt5s8
Marisa Monte,Carinhoso,0.289,0.188,https://www.youtube.com/watch?v=7217Xga4zOw
Marisa Monte,Não Vá Embora - 2004 Digital Remaster,0.635,0.806,https://www.youtube.com/watch?v=oUz6WM-QXyM
Udo Lindenberg,Komet,0.5,0.351,https://www.youtube.com/watch?v=0nYDnTTJgFI
Udo Lindenberg,Cello (feat. Clueso) - MTV Unplugged Radio Atmo-Version,0.589,0.398,https://www.youtube.com/watch?v=gz0bpYLFsT4
Udo Lindenberg,Kompass,0.661,0.741,https://www.youtube.com/watch?v=YW-ddMf3KrI
Udo Lindenberg,Horizont,0.584,0.495,https://www.youtube.com/watch?v=IeOSQlgPUFQ
Udo Lindenberg,Durch die schweren Zeiten,0.455,0.368,https://www.youtube.com/watch?v=hgwytOPOR5E
Udo Lindenberg,Wieder genauso,0.216,0.459,https://www.youtube.com/watch?v=YWsTfezQgGQ
Udo Lindenberg,Mein Ding,0.827,0.455,https://www.youtube.com/watch?v=ZFwSjgC8Cr4
Udo Lindenberg,Airport (Dich wiedersehn),0.535,0.441,https://www.youtube.com/watch?v=LuaBiiklqX0
Udo Lindenberg,Ein Herz kann man nicht reparieren (feat. Inga Humpe) - MTV Unplugged,0.92,0.834,https://www.youtube.com/watch?v=DgPzXnp_2qY
Udo Lindenberg,Reeperbahn,0.841,0.617,https://www.youtube.com/watch?v=M-RTO_Omcpw
Mandy Moore,"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version",0.45,0.379,https://www.youtube.com/watch?v=kRXmAIHYQR4
Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",0.13,0.162,https://www.youtube.com/watch?v=ILRs2r6lcHY
Mandy Moore,"I've Got a Dream - From ""Tangled""/Soundtrack Version",0.596,0.869,https://www.youtube.com/watch?v=zi5Z6rNU9Hw
Mandy Moore,"Healing Incantation - From ""Tangled""/Soundtrack Version",0.0279,0.35,
Mandy Moore,Only Hope,0.294,0.234,https://www.youtube.com/watch?v=Iv0O5vZ2bek
Mandy Moore,I Wanna Be With You,0.908,0.637,https://www.youtube.com/watch?v=ErntJrtQGBg
Mandy Moore,Cry,0.68,0.522,https://www.youtube.com/watch?v=F3Esz4caf-E
Mandy Moore,"When Will My Life Begin (Reprise 1) - From ""Tangled""/Soundtrack Version",0.041,0.249,https://www.youtube.com/watch?v=0fVcwXbAWtA
Mandy Moore,"When Will My Life Begin (Reprise 2) - From ""Tangled""/Soundtrack Version",0.19,0.0874,https://www.youtube.com/watch?v=0fVcwXbAWtA
Mandy Moore,Candy,0.836,0.677,https://www.youtube.com/watch?v=NkVsJGl5d6E
Santiago Ziesmer,"Gastons Lied - aus ""Die Schöne und das Biest""/Deutscher Film-Soundtrack",0.411,0.439,https://www.youtube.com/watch?v=fDZegUQc4B0
Santiago Ziesmer,"Gaston Reprise - Reprise / aus ""Die Schöne und das Biest""/Deutscher Film-Soundtrack",0.378,0.575,https://www.youtube.com/watch?v=0KZRwQM5WLk
Santiago Ziesmer,Kapitel 1 & Kapitel 2.1 - Die kleine Hexe - Das Hörspiel,0.269,0.534,https://www.youtube.com/watch?v=OL4E373EqYU
Santiago Ziesmer,Kapitel 2.2 & Kapitel 3.1 - Die kleine Hexe - Das Hörspiel,0.243,0.71,
Santiago Ziesmer,Kapitel 3.2 - Die kleine Hexe - Das Hörspiel,0.331,0.779,https://www.youtube.com/watch?v=dxyHbWqqFLA
Santiago Ziesmer,Kapitel 3.3 & Kapitel 4.1 - Die kleine Hexe - Das Hörspiel,0.333,0.529,
Santiago Ziesmer,Kapitel 4.2 & Kapitel 5.1 - Die kleine Hexe - Das Hörspiel,0.232,0.56,
Santiago Ziesmer,Kapitel 5.2 & Kapitel 6.1 - Die kleine Hexe - Das Hörspiel,0.241,0.631,https://www.youtube.com/watch?v=z04b-pMl864
Santiago Ziesmer,Kapitel 1 - Folge 47: Atomgespenster,0.66,0.343,
Santiago Ziesmer,Kapitel 6.2 & Kapitel 7.1 - Die kleine Hexe - Das Hörspiel,0.362,0.65,
Belo,Não vá me enganar - Ao Vivo,0.458,0.441,https://www.youtube.com/watch?v=-OgzG99zO_8
Belo,Perfume / Intriga da Oposição / Desse Jeito é Ruim pra Mim - Ao Vivo,0.73,0.657,https://www.youtube.com/watch?v=PIyZ0ABh2y0
Belo,Pura Adrenalina - Ao Vivo,0.752,0.666,https://www.youtube.com/watch?v=m0y4jzpqvEk
Belo,Reinventar,0.625,0.674,https://www.youtube.com/watch?v=1WfyBacToIw
Belo,Perfume - Ao Vivo,0.836,0.72,https://www.youtube.com/watch?v=xlJ69RJpYn4
Belo,Desse Jeito é Ruim pra Mim - Ao Vivo,0.634,0.624,https://www.youtube.com/watch?v=PIyZ0ABh2y0
Belo,Perfume - Ao Vivo,0.577,0.555,https://www.youtube.com/watch?v=xlJ69RJpYn4
Belo,Pra Ver O Sol Brilhar (Ao Vivo),0.608,0.543,https://www.youtube.com/watch?v=QYcELYTR2Ag
Belo,Dom de Sonhar / Encaixe Perfeito / Só Me Dá Prazer,0.809,0.788,https://www.youtube.com/watch?v=Mhy3no5p50A
Belo,Supera / Luz das Estrelas / Ainda É Cedo pra Dizer Bye Bye / Desafio - Ao Vivo,0.684,0.676,https://www.youtube.com/watch?v=js8FEt7qGPc
Outlawz,Real Talk,0.596,0.551,https://www.youtube.com/watch?v=o9SjTOJ-C2w
Outlawz,Soldiers Prayer AM,0.437,0.363,https://www.youtube.com/watch?v=5d3cuEwi9L0
Outlawz,Baby Don't Cry (Keep Ya Head Up II),0.733,0.858,https://www.youtube.com/watch?v=ZgQZENuDrBY
Outlawz,Still I Rise,0.865,0.53,https://www.youtube.com/watch?v=OfTq-8Mt284
Outlawz,World Wide Remix - Feat. 2Pac & T-Low,0.851,0.914,https://www.youtube.com/watch?v=TXiOOi8OV8c
Outlawz,Homeboyz,0.736,0.563,https://www.youtube.com/watch?v=wEsX-TuM01E
Outlawz,Hit Em Up - Nu-Mixx,0.812,0.818,https://www.youtube.com/watch?v=zZkLHzGCwEE
Outlawz,Killuminati,0.809,0.53,https://www.youtube.com/watch?v=0UgsOCUBRXs
Outlawz,Letter To The President,0.818,0.631,https://www.youtube.com/watch?v=TtdtGhl4VKY
Outlawz,U Can Be Touched,0.823,0.57,https://www.youtube.com/watch?v=Lfveyuq85D8
Dewa 19,Kangen,0.775,0.842,https://www.youtube.com/watch?v=RYGgSRtYxd0
Dewa 19,Separuh Nafas,0.944,0.964,https://www.youtube.com/watch?v=KDDq6d9ftOk
Dewa 19,Kamulah Satu-Satunya,0.653,0.589,https://www.youtube.com/watch?v=mxoqgbC81zY
Dewa 19,Selimut Hati,0.428,0.545,https://www.youtube.com/watch?v=IeC26tlQsTk
Dewa 19,Aku Milikmu,0.688,0.228,https://www.youtube.com/watch?v=lHC_pKJKKg8
Dewa 19,Roman Picisan,0.794,0.605,https://www.youtube.com/watch?v=JatwGCBZoI0
Dewa 19,Aku Cinta Kau Dan Dia,0.605,0.37,https://www.youtube.com/watch?v=hAv7XXll_Js
Dewa 19,Dewi,0.833,0.953,https://www.youtube.com/watch?v=YyfmajcIZtM
Dewa 19,Cinta 'kan Membawamu Kembali,0.185,0.259,https://www.youtube.com/watch?v=X8-4lpJDEcM
Dewa 19,Larut,0.624,0.673,https://www.youtube.com/watch?v=vejVNa20NKU
Mase,Feel so Good,0.703,0.536,https://www.youtube.com/watch?v=rIvEiTrq9kk
Mase,What You Want (feat. Total),0.72,0.845,https://www.youtube.com/watch?v=5Whe1GUjtKE
Mase,All I Ever Wanted,0.386,0.863,https://www.youtube.com/watch?v=7egxPbCGOMU
Mase,Welcome Back,0.744,0.511,https://www.youtube.com/watch?v=vNey0PR46F4
Mase,What You Want (feat. Total),0.726,0.823,https://www.youtube.com/watch?v=5Whe1GUjtKE
Mase,Lookin' at Me (feat. Puff Daddy),0.516,0.614,https://www.youtube.com/watch?v=AAriiyPQLPk
Mase,"Breathe, Stretch, Shake (feat. P. Diddy)",0.711,0.646,https://www.youtube.com/watch?v=Xm5SHvSDMWU
Mase,"Take Me There - From ""The Rugrats Movie"" Soundtrack",0.872,0.642,https://www.youtube.com/watch?v=CWOPYe3otpc
Mase,Keep It On,0.717,0.645,https://www.youtube.com/watch?v=EMaw59BeeZw
Mase,"24 Hrs. to Live (feat. The Lox, Black Rob & DMX)",0.869,0.652,https://www.youtube.com/watch?v=wgtU_SJ72Ng
Banda Cuisillos,Ya No Me Mires Así,0.768,0.858,https://www.youtube.com/watch?v=hGVnhx4IvAk
Banda Cuisillos,Mil Heridas,0.569,0.966,https://www.youtube.com/watch?v=8vYMdskjHQI
Banda Cuisillos,Perdóname,0.633,0.649,https://www.youtube.com/watch?v=0nMcUvjMw-Y
Banda Cuisillos,Vanidosa,0.621,0.966,https://www.youtube.com/watch?v=sWOVBDomuIU
Banda Cuisillos,Descontrolado,0.776,0.888,https://www.youtube.com/watch?v=sL3q1C59yS4
Banda Cuisillos,Cómo Sufro,0.587,0.696,https://www.youtube.com/watch?v=ERoEzrCn8A4
Banda Cuisillos,A Veces Lloro,0.569,0.475,https://www.youtube.com/watch?v=VHy6uEDf4qs
Banda Cuisillos,No Se Lo Digas A Ella,0.621,0.528,https://www.youtube.com/watch?v=7UQ1ip3A-zU
Banda Cuisillos,Acuérdate De Mi,0.661,0.629,https://www.youtube.com/watch?v=WVRDcgfaXqs
Banda Cuisillos,Pequeña Orgullosa,0.703,0.922,https://www.youtube.com/watch?v=FwrKmbGblJE
Leon James,"Gundellonaa (From ""Ori Devuda"")",0.731,0.566,https://www.youtube.com/watch?v=t_aO4EMP-i0
Leon James,"Almost Padipoyindhe Pilla (From ""Das Ka Dhamki"")",0.853,0.934,https://www.youtube.com/watch?v=oHcm6Lt6qWs
Leon James,"Kadhaippoma (From ""Oh My Kadavule"")",0.577,0.157,https://www.youtube.com/watch?v=DScFlfN9vDk
Leon James,Marappadhilai Nenje - Additional Song,0.535,0.158,https://www.youtube.com/watch?v=W6XAQBNmICI
Leon James,Kadhaippoma Reprise - Background Score,0.44,0.173,https://www.youtube.com/watch?v=hnXbMJG_lVg
Leon James,"Avunanavaa (From ""Ori Devuda"")",0.597,0.337,https://www.youtube.com/watch?v=abgPbcJ3VeE
Leon James,"Thimiru Kaattaadha Di - From ""LKG""",0.721,0.578,https://www.youtube.com/watch?v=igidmYrFT-Y
Leon James,Nee Tholaindhaayo,0.577,0.176,https://www.youtube.com/watch?v=4uREqbCNT-c
Leon James,Kanne Kanne - Madras Gig,0.76,0.491,https://www.youtube.com/watch?v=Py5ArwIc7z0
Leon James,"Haiyo Haiyo (From ""Oh My Kadavule"")",0.757,0.849,https://www.youtube.com/watch?v=-xmLGvcBynI
Los Yonic's,Y Te Amo,0.724,0.664,https://www.youtube.com/watch?v=eojZxfD-oXU
Los Yonic's,Pero Te Vas A Arrepentir,0.391,0.507,https://www.youtube.com/watch?v=6D4N-6S_Ypg
Los Yonic's,Palabras Tristes,0.672,0.62,https://www.youtube.com/watch?v=DVTS5P0rgoE
Los Yonic's,Un Dolor,0.412,0.839,https://www.youtube.com/watch?v=pBb78DJdOnw
Los Yonic's,Soy Yo,0.452,0.545,https://www.youtube.com/watch?v=Mdj89l8EwpU
Los Yonic's,Títere,0.479,0.373,https://www.youtube.com/watch?v=l7NOKaUB3BM
Los Yonic's,"Ni Tu Amigo, Ni Tu Amante",0.611,0.574,https://www.youtube.com/watch?v=D2UPfNQtrIY
Los Yonic's,Perdón Por Tus Lágrimas,0.343,0.342,https://www.youtube.com/watch?v=A85Guz7azCM
Los Yonic's,Frente A Frente,0.694,0.714,https://www.youtube.com/watch?v=KREORp7HHhY
Los Yonic's,Lágrimas Frente Al Mar,0.597,0.749,
Banda Pequeños Musical,La nena,0.831,0.961,https://www.youtube.com/watch?v=yf0_yOGdaGU
Banda Pequeños Musical,Reencuentro,0.747,0.859,https://www.youtube.com/watch?v=ofvSGVtiwAw
Banda Pequeños Musical,Un loco solitario,0.5,0.966,https://www.youtube.com/watch?v=TAs8GaB12fY
Banda Pequeños Musical,Y yo que te amo,0.593,0.689,https://www.youtube.com/watch?v=EQqT9aNBBFA
Banda Pequeños Musical,Ganas de Ti,0.577,0.453,https://www.youtube.com/watch?v=jBLreMD4_Zo
Banda Pequeños Musical,Por Mis Defectos,0.715,0.641,https://www.youtube.com/watch?v=bZ9Gk1v4V98
Banda Pequeños Musical,Ninguna de las dos,0.506,0.808,https://www.youtube.com/watch?v=vbitGCb3FeQ
Banda Pequeños Musical,Mentira,0.669,0.724,https://www.youtube.com/watch?v=5VJzhpeZwkw
Banda Pequeños Musical,Recuerdos,0.685,0.907,https://www.youtube.com/watch?v=LzV0Mzm5858
Banda Pequeños Musical,Regresando,0.892,0.955,https://www.youtube.com/watch?v=hV4-HauE3B0
Ilaiyaraaja,Thendral Vanthu Theendumbothu,0.502,0.541,https://www.youtube.com/watch?v=GrTxNulH6Gc
Ilaiyaraaja,Ennai Thottu,0.35,0.793,https://www.youtube.com/watch?v=4X6mjS7pDKY
Ilaiyaraaja,Valaiyosai,0.404,0.435,https://www.youtube.com/watch?v=N15ET23CpLQ
Ilaiyaraaja,"Unna Nenachu (From ""Psycho (Tamil)"")",0.235,0.252,https://www.youtube.com/watch?v=jFWsj_QT0G8
Ilaiyaraaja,Nila Adhu Vanathumele,0.667,0.943,https://www.youtube.com/watch?v=kK_3joVSAs0
Ilaiyaraaja,Ennai Thalatta Varuvala (Duet),0.389,0.746,https://www.youtube.com/watch?v=oN3T-qur2Qs
Ilaiyaraaja,"Per Vachaalum Vaikkaama (From ""Dikkiloona"")",0.917,0.926,https://www.youtube.com/watch?v=-BUDo3mow00
Ilaiyaraaja,Thenpandi Cheemayile,0.217,0.388,https://www.youtube.com/watch?v=U2l4uP81Rg4
Ilaiyaraaja,Namma Kattula,0.653,0.311,https://www.youtube.com/watch?v=f9hT35eKkSI
Ilaiyaraaja,Saayndhu Saayndhu,0.386,0.295,https://www.youtube.com/watch?v=kHXLK9V7H0I
